6.859000e+002, 0.000000e+000
6.860000e+002, 0.000000e+000
6.861000e+002, 0.000000e+000
6.862000e+002, 0.000000e+000
6.863000e+002, 0.000000e+000
6.864000e+002, 0.000000e+000
6.865000e+002, 0.000000e+000
6.866000e+002, 0.000000e+000
6.867000e+002, 0.000000e+000
6.868000e+002, 0.000000e+000
6.869000e+002, 0.000000e+000
6.870000e+002, 0.000000e+000
6.871000e+002, 0.000000e+000
6.872000e+002, 0.000000e+000
6.873000e+002, 0.000000e+000
6.874000e+002, 0.000000e+000
6.875000e+002, 0.000000e+000
6.876000e+002, 0.000000e+000
6.877000e+002, 0.000000e+000
6.878000e+002, 0.000000e+000
6.879000e+002, 0.000000e+000
6.880000e+002, 0.000000e+000
6.881000e+002, 0.000000e+000
6.882000e+002, 0.000000e+000
6.883000e+002, 0.000000e+000
6.884000e+002, 0.000000e+000
6.885000e+002, 0.000000e+000
6.886000e+002, 0.000000e+000
6.887000e+002, 0.000000e+000
6.888000e+002, 0.000000e+000
6.889000e+002, 0.000000e+000
6.890000e+002, 0.000000e+000
6.891000e+002, 0.000000e+000
6.892000e+002, 0.000000e+000
6.893000e+002, 0.000000e+000
6.894000e+002, 0.000000e+000
6.895000e+002, 0.000000e+000
6.896000e+002, 0.000000e+000
6.897000e+002, 0.000000e+000
6.898000e+002, 0.000000e+000
6.899000e+002, 0.000000e+000
6.900000e+002, 0.000000e+000
6.901000e+002, 0.000000e+000
6.902000e+002, 0.000000e+000
6.903000e+002, 0.000000e+000
6.904000e+002, 0.000000e+000
6.905000e+002, 0.000000e+000
6.906000e+002, 0.000000e+000
6.907000e+002, 0.000000e+000
6.908000e+002, 0.000000e+000
6.909000e+002, 0.000000e+000
6.910000e+002, 0.000000e+000
6.911000e+002, 0.000000e+000
6.912000e+002, 0.000000e+000
6.913000e+002, 0.000000e+000
6.914000e+002, 0.000000e+000
6.915000e+002, 0.000000e+000
6.916000e+002, 0.000000e+000
6.917000e+002, 0.000000e+000
6.918000e+002, 0.000000e+000
6.919000e+002, 0.000000e+000
6.920000e+002, 0.000000e+000
6.921000e+002, 0.000000e+000
6.922000e+002, 0.000000e+000
6.923000e+002, 0.000000e+000
6.924000e+002, 0.000000e+000
6.925000e+002, 0.000000e+000
6.926000e+002, 0.000000e+000
6.927000e+002, 0.000000e+000
6.928000e+002, 0.000000e+000
6.929000e+002, 0.000000e+000
6.930000e+002, 0.000000e+000
6.931000e+002, 0.000000e+000
6.932000e+002, 0.000000e+000
6.933000e+002, 0.000000e+000
6.934000e+002, 0.000000e+000
6.935000e+002, 0.000000e+000
6.936000e+002, -9.035874e-006
6.937000e+002, 1.302928e-005
6.938000e+002, -8.323786e-006
6.939000e+002, 1.538983e-005
6.940000e+002, 1.125006e-005
6.941000e+002, 7.852356e-006
